musician,show,year,song
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,I Know
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,I Know
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Durham Performing Arts Center, Durham, NC, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at The Fillmore, Charlotte, NC, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at The Fillmore, Charlotte, NC, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at The Fillmore, Charlotte, NC, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at The Fillmore, Charlotte, NC, USA",2012,I Know
Fiona Apple,"Fiona Apple at The Fillmore, Charlotte, NC, USA",2012,Periphery
Fiona Apple,"Fiona Apple at The Fillmore, Charlotte, NC, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at The Fillmore, Charlotte, NC, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at The Fillmore, Charlotte, NC, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at The Fillmore, Charlotte, NC, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at The Fillmore, Charlotte, NC, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Periphery
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,I Know
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at WinStar World Casino, Thackerville, OK, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,I Know
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Bayou Music Center, Houston, TX, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,I Know
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Ikeda Theater (Mesa Center for the Arts), Mesa, AZ, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Oceanside Pier Plaza Amphitheatre, Oceanside, CA, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Periphery
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,I Know
Fiona Apple,"Fiona Apple at The Joint at Hard Rock Hotel, Las Vegas, NV, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,I Know
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Greek Theatre, Los Angeles, CA, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,I Know
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Santa Barbara Bowl, Santa Barbara, CA, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Periphery
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,I Know
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at The Warfield, San Francisco, CA, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,I Know
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Periphery
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Carrion
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at San Jose Civic Auditorium, San Jose, CA, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,I Know
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Criminal
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Carrion
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Hollywood Palladium, Hollywood, CA, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,I Know
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Criminal
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Carrion
Fiona Apple,"Fiona Apple at The Fox Theater, Oakland, CA, USA",2012,Not About Love
